id,age,country,employment_type,years_employed,annual_income,years_credit_history,num_credit_accounts,credit_score,past_defaults,payment_history_score,total_portfolio_value,btc_pct,eth_pct,stablecoins_pct,other_pct,portfolio_volatility_30d,transaction_frequency_30d,average_transaction_size,wallet_age_days,smart_contract_interactions,defi_experience_level,gas_fee_spending_30d,requested_loan_amount,loan_purpose,collateral_amount,collateral_type,requested_term_months,ltv_ratio,debt_to_income_ratio,risk_score,default_in_12_months,actual_repayment_days,generated_at,generator_version
SYNTH_004830,45,SG,unemployed,0,15000,26,5,850,0,97,883036,11.44,41.12,21.61,25.83,41.52728474114272,16,261863,286,7,39,98,1000,business,1389,USDC,36,71.99,0.56,43.33,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004831,20,OTHER,part_time,0,18637,2,5,707,0,77,1423568,14.01,57.06,14.27,14.65,40.06428824304007,3,270350,1886,7,26,18,1000,personal,1496,DAI,12,66.84,0.45,48.79,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004832,42,US,part_time,21,21099,23,3,778,0,98,26180,20.21,23.67,52.24,3.88,30.672367720691597,13,7403,272,7,26,217,1000,investment,1238,ETH,12,80.78,0.39,47.01,0,387.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004833,42,US,full_time,24,20354,23,4,845,0,100,14191,52.89,14.87,17.77,14.47,44.57843644151865,9,1031,620,10,13,184,1000,business,1258,DAI,6,79.49,0.41,47.72,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004834,18,OTHER,student,0,19020,0,1,787,0,76,14776,9.82,21.57,63.04,5.57,31.126061945822684,18,3333,603,5,15,167,1000,other,1337,USDC,12,74.79,0.44,48.04,0,324.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004835,36,US,full_time,14,24954,17,2,845,0,93,92257,8.44,37.53,44.35,9.67,33.23024857600575,13,10714,61,9,6,157,1000,personal,1519,USDC,24,65.83,0.33,43.86,0,682.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004836,29,DE,full_time,9,53225,9,3,654,0,74,5360053,9.37,70.58,16.08,3.97,31.60608117113955,12,275213,1069,5,4,286,1000,personal,1630,DAI,3,61.35,0.16,47.08,0,85.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004837,25,CA,full_time,7,24710,6,3,718,0,86,77850,42.44,36.79,18.57,2.2,53.82004604585866,8,9088,796,8,25,144,1000,business,1876,USDC,36,53.3,0.34,47.81,0,1026.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004838,51,SG,full_time,32,77672,32,2,815,0,89,567346,22.02,20.48,38.71,18.79,30.28291148019576,10,116191,320,7,14,285,1000,business,1813,ETH,3,55.16,0.11,32.72,0,85.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004839,27,CA,full_time,3,59308,8,4,700,0,76,75601,19.31,9.18,66.58,4.94,19.842956784976753,15,19564,660,10,30,245,1000,investment,1729,ETH,36,57.84,0.14,37.7,0,1103.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004840,25,US,full_time,2,83966,3,6,631,1,56,84452,23.13,23.87,52.94,0.06,28.196720438211756,14,4810,458,12,22,365,1000,business,1992,USDT,12,50.2,0.1,38.58,0,357.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004841,35,JP,student,0,15000,17,9,679,1,70,12505,15.29,63.05,12.34,9.32,44.764388784204996,12,2430,130,5,23,221,1000,business,1838,Mixed,12,54.41,0.56,49.0,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004842,43,US,full_time,25,125062,24,2,558,0,53,420552,11.42,26.49,61.65,0.43,21.696629481705926,13,74221,314,8,39,165,1000,business,1631,USDT,6,61.31,0.07,38.65,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004843,33,UK,full_time,15,110488,15,6,796,0,91,65898,17.74,24.95,41.09,16.22,32.265400266695345,10,11343,539,10,14,356,1000,personal,1599,USDC,12,62.54,0.08,32.59,0,393.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004844,48,US,full_time,26,38683,30,3,595,0,54,109507,7.6,41.91,46.23,4.26,20.112648406825855,10,9403,492,12,14,493,1000,education,1864,USDT,12,53.65,0.22,47.68,0,366.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004845,41,SG,part_time,23,16306,20,7,670,0,61,571424,27.38,39.46,26.1,7.05,42.7558931724634,8,123088,961,6,21,73,1000,personal,1353,DAI,12,73.91,0.51,53.82,0,336.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004846,18,CA,full_time,0,32310,0,6,785,0,84,11829,28.87,18.77,49.22,3.14,35.272628461995374,12,909,621,6,8,366,1000,investment,1613,USDC,36,62.0,0.26,44.45,0,986.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004847,28,OTHER,full_time,4,157710,7,1,721,1,81,109397,8.11,32.66,45.07,14.16,29.525267473048416,10,17239,519,10,31,471,1000,investment,1828,USDT,3,54.7,0.05,32.96,0,86.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004848,28,CA,full_time,9,15000,10,4,732,0,70,156612,12.48,16.15,64.01,7.36,19.690197903552072,12,14592,787,9,24,112,1000,business,1275,DAI,24,78.43,0.56,48.79,0,770.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004849,40,SG,student,0,35119,18,1,850,0,84,121508,20.11,12.61,50.5,16.78,26.935180752583186,12,24774,423,11,28,106,1000,investment,1817,DAI,3,55.04,0.24,35.04,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004850,18,OTHER,full_time,0,62660,0,3,711,1,77,17130,44.59,40.56,13.79,1.06,44.849995318938,11,4598,358,10,11,155,1000,business,1906,USDT,3,52.47,0.13,42.31,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004851,65,SG,full_time,37,290052,47,6,820,0,100,139066,8.74,53.76,36.33,1.17,33.42347944177364,13,27975,107,5,18,634,1000,emergency,1812,Mixed,12,55.19,0.03,30.24,0,356.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004852,41,DE,full_time,15,132915,23,4,850,0,100,1865454,3.9,12.64,76.25,7.21,13.045285308011378,15,291386,308,12,24,476,1000,business,1583,ETH,12,63.17,0.06,25.17,0,346.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004853,36,DE,student,0,15000,17,5,669,0,64,103837,18.15,43.37,34.12,4.36,38.26770154781592,17,27895,616,8,4,448,1000,personal,1917,USDT,6,52.16,0.56,51.77,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004854,49,UK,full_time,31,174088,30,3,672,0,67,73907,4.73,37.04,44.33,13.9,22.820035802902304,13,12991,321,10,26,471,1000,business,1634,ETH,6,61.2,0.05,34.39,0,186.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004855,63,JP,self_employed,45,76599,41,1,840,0,93,61772,19.62,12.13,55.16,13.09,27.11465639450025,12,14859,468,9,13,120,1000,emergency,1365,DAI,36,73.26,0.11,35.25,0,1096.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004856,45,US,full_time,27,61565,26,7,820,0,100,273658,38.4,30.1,29.55,1.96,34.698836134448136,15,27318,399,4,14,216,1000,emergency,1847,DAI,3,54.14,0.14,36.34,0,86.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004857,46,DE,part_time,26,15000,28,4,694,0,71,692652,37.99,30.96,28.11,2.93,33.415669328152916,18,80847,779,7,27,297,1000,investment,1657,USDC,12,60.35,0.56,48.04,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004858,36,CA,self_employed,16,146432,16,6,684,1,77,1529490,6.84,48.51,42.5,2.16,27.185618132041082,16,168786,656,10,30,224,1000,other,1681,USDC,3,59.49,0.06,32.62,0,98.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004859,33,OTHER,self_employed,7,16570,14,1,793,0,98,27377,10.35,34.62,49.85,5.18,32.31887644586756,12,3600,828,11,25,489,1000,emergency,1971,BTC,12,50.74,0.5,41.36,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004860,29,JP,full_time,4,58151,8,4,742,1,87,1730089,37.11,20.33,24.11,18.45,42.83545453670111,12,502633,501,3,35,208,1000,investment,1920,USDT,12,52.08,0.14,37.39,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004861,25,SG,full_time,0,164835,3,5,705,0,55,157469,9.94,43.85,42.3,3.91,32.464592948695284,11,42039,476,5,0,456,1000,education,1217,USDT,36,82.17,0.05,42.87,0,1033.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004862,26,DE,full_time,2,105575,8,1,834,0,100,567580,30.75,11.27,46.66,11.32,32.54070437242892,10,104346,824,13,11,280,1000,investment,1967,USDC,3,50.84,0.08,28.69,0,83.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004863,18,UK,self_employed,0,81166,0,2,673,0,67,425983,34.68,14.44,29.84,21.04,37.43386512673654,13,96795,951,12,23,540,1000,personal,1679,USDT,6,59.56,0.1,40.42,0,175.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004864,34,SG,part_time,16,23673,16,3,540,1,33,598605,30.1,29.97,38.96,0.96,40.40540634558412,16,104939,822,7,44,188,1000,business,1205,USDT,12,82.99,0.35,56.93,0,355.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004865,18,OTHER,full_time,0,97524,0,2,670,2,69,2372947,21.21,17.98,45.05,15.75,34.535248323186124,9,641912,1108,8,8,279,1000,other,1224,USDC,6,81.7,0.09,44.22,0,194.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004866,37,OTHER,student,0,15000,19,5,667,0,67,588625,25.69,36.85,31.3,6.16,34.770410978137555,12,41217,778,11,30,557,1000,other,1683,USDT,6,59.42,0.56,48.08,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004867,34,JP,full_time,11,103137,16,3,709,0,66,322692,22.15,16.85,57.54,3.47,19.969856980488643,10,86023,170,9,9,490,1000,personal,1871,BTC,24,53.45,0.08,33.52,0,676.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004868,36,US,part_time,18,74095,18,5,707,0,72,844444,6.21,11.34,56.02,26.44,20.571507036403787,15,62242,49,7,7,368,1000,business,1515,BTC,12,66.01,0.11,41.13,0,393.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004869,28,JP,full_time,5,33348,9,5,524,0,51,24443,5.17,47.03,27.12,20.68,37.571072847276525,10,4137,596,5,30,187,1000,business,1967,USDC,12,50.84,0.25,50.55,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004870,71,OTHER,full_time,45,120716,53,4,849,0,100,12527,7.61,25.8,58.22,8.37,25.204353734609157,9,3227,367,16,22,405,1000,education,1341,Mixed,12,74.57,0.07,30.58,0,337.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004871,51,UK,full_time,21,93013,31,2,700,0,73,46577,13.53,41.01,37.44,8.03,40.4449283684981,16,5682,305,10,17,147,1000,personal,1823,DAI,12,54.85,0.09,38.39,0,337.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004872,20,SG,self_employed,0,101278,2,7,548,1,47,33619,28.82,34.77,23.02,13.38,39.37228929815452,5,2629,1336,5,15,187,1000,emergency,1355,USDC,6,73.8,0.08,47.48,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004873,37,AU,self_employed,17,40499,19,6,784,0,88,97950,9.61,28.41,58.67,3.32,24.752560874739086,8,13427,1098,6,15,223,1000,investment,1418,USDC,12,70.52,0.21,43.22,0,387.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004874,27,DE,full_time,3,75245,5,3,502,0,19,278780,32.84,12.23,50.87,4.06,24.15128341053053,5,56957,733,12,18,82,1000,emergency,1525,USDC,6,65.57,0.11,49.2,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004875,22,OTHER,full_time,0,47765,2,2,651,0,59,79794,10.93,29.77,53.7,5.6,32.3429060495343,7,14575,510,6,9,176,1000,investment,1730,USDC,3,57.8,0.17,46.67,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004876,18,SG,full_time,0,109046,0,2,850,0,100,176356,28.55,18.77,39.6,13.07,38.732856420827915,9,25473,348,7,28,258,1000,investment,1387,DAI,12,72.1,0.08,30.76,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004877,40,CA,full_time,17,105358,19,5,618,1,61,900431,24.69,11.59,62.06,1.65,21.33583883613407,16,60974,707,11,36,110,1000,personal,1429,Mixed,12,69.98,0.08,36.97,0,334.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004878,26,AU,full_time,0,86899,8,3,832,0,100,104829,14.4,32.04,51.7,1.86,28.203753989037693,11,20508,240,6,11,406,1000,business,1948,BTC,36,51.33,0.1,29.79,0,1056.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004879,46,SG,self_employed,25,130606,24,4,742,0,50,199195,36.05,20.58,39.03,4.35,44.047416435754734,15,14754,528,9,7,159,1000,emergency,1807,USDT,12,55.34,0.06,35.6,0,389.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004880,46,JP,self_employed,18,61371,27,2,778,0,82,437394,24.15,23.09,51.69,1.07,32.51035205897912,20,107355,220,13,35,853,1000,business,1300,USDT,12,76.92,0.14,40.31,0,373.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004881,51,SG,self_employed,25,53466,32,2,823,0,98,59255,23.74,15.81,34.22,26.23,39.43168873940199,12,15291,400,7,0,440,1000,personal,1273,USDT,24,78.55,0.16,45.17,0,743.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004882,24,UK,self_employed,6,107191,6,4,646,0,53,159494,19.04,23.09,42.57,15.3,32.91467060237131,8,16922,284,7,2,267,1000,education,1590,ETH,12,62.89,0.08,41.19,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004883,40,US,full_time,19,15000,21,3,628,0,63,3811,19.71,43.91,30.94,5.44,33.9489386431119,8,323,219,9,19,130,1000,education,1381,USDC,6,72.41,0.56,54.12,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004884,42,UK,self_employed,22,54902,24,1,649,0,56,11439,13.02,46.95,33.72,6.32,33.86757237262988,7,3291,730,6,17,166,1000,investment,1989,BTC,6,50.28,0.15,43.67,0,179.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004885,29,CA,full_time,11,64534,11,4,669,1,60,948420,1.18,47.36,8.05,43.41,41.81668763702185,9,215170,1258,10,26,386,1000,personal,1283,USDT,24,77.94,0.13,46.6,0,754.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004886,25,OTHER,self_employed,2,98655,4,2,695,0,73,1891386,42.98,19.42,29.22,8.38,30.23682408213316,13,240775,487,6,14,567,1000,other,1808,ETH,6,55.31,0.08,35.82,0,165.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004887,54,US,full_time,32,30587,36,4,581,0,56,10968,24.55,54.08,12.37,8.99,40.58090892465249,15,3218,1583,7,49,544,1000,education,1233,BTC,6,81.1,0.27,51.99,0,192.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004888,37,UK,self_employed,13,79194,19,8,768,0,78,55584,9.3,25.21,55.49,10.0,26.814249627664054,15,4525,413,10,18,476,1000,education,1324,ETH,12,75.53,0.11,39.91,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004889,42,US,full_time,18,84293,21,1,816,0,91,1636555,20.63,17.5,54.27,7.59,31.898928668361087,19,474815,656,8,27,310,1000,personal,1404,ETH,3,71.23,0.1,33.76,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004890,25,CA,full_time,0,54789,4,2,623,0,66,173756,19.11,33.86,32.23,14.8,40.702921411262615,12,31295,902,7,27,554,1000,personal,1395,USDC,6,71.68,0.15,48.3,0,183.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004891,20,OTHER,self_employed,0,69682,2,4,624,0,41,127617,9.95,20.8,67.99,1.26,25.89345793294495,11,37923,803,10,19,322,1000,emergency,1904,USDC,24,52.52,0.12,40.77,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004892,28,DE,full_time,7,41206,10,6,678,0,65,463794,30.38,17.63,21.89,30.1,40.97786484953558,11,58718,469,12,40,501,1000,personal,1251,ETH,3,79.94,0.2,47.94,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004893,33,DE,full_time,12,127198,15,2,780,0,86,2376054,9.18,27.79,36.88,26.14,37.91744250937222,10,471808,177,8,2,476,1000,personal,1532,DAI,12,65.27,0.07,36.65,0,339.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004894,22,DE,self_employed,0,88347,1,1,691,0,69,195077,16.23,37.58,44.9,1.28,31.09184103468568,9,22374,349,7,8,437,1000,business,1340,ETH,6,74.63,0.09,42.37,0,176.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004895,34,US,student,0,18200,14,4,850,0,78,15600,17.7,19.68,53.34,9.28,21.160748549834068,15,1978,385,8,8,276,1000,emergency,1729,DAI,6,57.84,0.46,41.28,0,179.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004896,18,CA,full_time,0,15000,0,2,745,0,78,104886,3.51,37.07,55.89,3.53,29.040961552746193,14,25493,263,9,10,412,1000,other,1689,ETH,12,59.21,0.56,46.91,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004897,21,DE,full_time,0,65454,3,4,729,0,99,717929,14.98,35.98,37.43,11.61,39.681783492104344,10,212998,553,13,0,271,1000,investment,1453,USDT,24,68.82,0.13,45.96,0,728.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004898,43,CA,full_time,17,25274,23,4,656,0,62,756281,15.2,40.31,41.01,3.48,31.263168374092654,13,80343,591,5,19,76,1000,investment,1834,DAI,6,54.53,0.33,48.84,0,180.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004899,42,JP,self_employed,13,17203,24,4,710,0,70,2567,19.5,26.78,31.9,21.83,32.901766060728534,15,676,683,8,14,332,1000,business,1440,ETH,3,69.44,0.48,50.87,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004900,30,AU,full_time,12,29034,12,4,689,0,51,259920,22.27,36.38,26.17,15.17,36.382568192303474,14,54129,499,7,14,212,1000,other,1211,ETH,24,82.58,0.29,53.68,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004901,22,AU,student,0,22327,2,4,850,0,93,262846,8.75,28.12,59.67,3.46,23.718227032808674,17,52342,694,10,40,554,1000,emergency,1634,ETH,6,61.2,0.37,35.94,0,167.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004902,22,OTHER,full_time,0,74536,2,5,680,0,73,73496,28.93,37.08,24.92,9.06,32.87103324903622,7,7247,1566,10,35,218,1000,emergency,1581,BTC,24,63.25,0.11,38.96,0,670.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004903,30,OTHER,full_time,6,15000,12,6,824,0,100,1099375,28.34,51.55,13.96,6.15,37.99335124794712,11,86364,374,15,33,387,1000,emergency,1650,ETH,12,60.61,0.56,42.04,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004904,42,DE,full_time,18,104742,24,2,671,1,69,244161,9.21,26.59,46.57,17.64,30.732282605854486,19,53996,209,6,28,307,1000,education,1410,USDC,6,70.92,0.08,38.13,0,188.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004905,46,US,full_time,28,17438,28,1,764,1,81,171404,20.27,37.61,27.45,14.67,41.26731163167453,11,27095,583,15,16,208,1000,education,1825,USDC,6,54.79,0.48,45.27,0,169.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004906,29,SG,self_employed,5,144651,11,0,843,0,100,191161,24.46,35.44,32.13,7.97,27.82037966774843,16,44101,214,8,12,144,1000,investment,1265,USDC,12,79.05,0.06,33.43,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004907,21,AU,full_time,3,87795,1,2,755,1,68,93044,15.18,9.88,57.49,17.45,27.657748605269227,7,21705,526,9,14,341,1000,education,1851,Mixed,12,54.02,0.09,33.92,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004908,38,US,part_time,16,15000,20,3,755,0,90,100942,16.55,48.24,30.26,4.96,37.70832663867734,13,22810,302,7,24,586,1000,emergency,1960,ETH,6,51.02,0.56,43.98,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004909,25,US,full_time,7,70520,6,4,724,0,76,1471839,19.7,32.19,25.61,22.49,17.969154540543578,10,382749,472,8,14,85,1000,personal,1286,BTC,24,77.76,0.12,40.09,0,723.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004910,28,US,full_time,9,41251,9,6,726,1,81,67910,8.33,8.16,50.77,32.74,29.910222453144147,11,18616,139,6,27,352,1000,emergency,1717,USDT,12,58.24,0.2,41.09,0,384.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004911,50,CA,full_time,29,165080,32,3,757,0,79,318746,35.41,28.32,7.84,28.44,36.83936375960801,8,73838,219,7,19,218,1000,investment,1533,USDT,12,65.23,0.05,34.45,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004912,44,SG,student,0,15000,25,1,650,0,53,176957,14.24,34.24,42.67,8.85,32.50398786141076,5,11840,376,4,6,144,1000,emergency,1594,BTC,3,62.74,0.56,53.7,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004913,36,UK,self_employed,18,209263,16,4,805,0,99,31825,22.05,42.79,29.0,6.17,33.58611205126758,12,7592,2017,7,14,201,1000,emergency,1814,USDC,36,55.13,0.04,30.17,0,1035.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004914,19,US,full_time,0,87591,0,1,742,0,74,361742,10.7,41.33,43.74,4.23,31.395573831692452,14,57222,540,7,29,504,1000,personal,1774,ETH,12,56.37,0.1,33.52,0,391.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004915,37,CA,part_time,19,15000,18,7,755,1,69,59188,13.14,29.42,56.13,1.31,20.58045548186695,15,15671,1111,11,24,410,1000,other,1684,ETH,6,59.38,0.56,43.72,0,173.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004916,47,UK,full_time,23,224938,27,3,663,0,74,70924,17.87,19.27,58.92,3.95,22.565436475436144,10,16351,285,13,26,403,1000,investment,1644,DAI,36,60.83,0.04,34.78,0,1102.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004917,30,US,self_employed,4,92462,9,2,687,1,65,3159053,7.29,23.46,65.71,3.54,21.257884591044714,14,877807,1041,10,33,486,1000,emergency,1729,USDC,12,57.84,0.09,34.23,0,325.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004918,51,CA,student,0,24759,33,4,719,0,80,525371,22.1,16.18,43.02,18.71,32.46768305602335,12,127327,488,7,41,512,1000,education,1618,Mixed,12,61.8,0.34,43.38,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004919,50,DE,self_employed,32,52684,32,0,770,0,83,397621,14.99,29.88,28.97,26.17,32.298320847788005,14,99367,409,14,17,613,1000,emergency,1555,DAI,12,64.31,0.16,41.17,0,387.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004920,54,UK,part_time,36,51674,36,1,613,0,55,5010,3.3,46.39,49.53,0.78,32.22129306167903,12,377,386,10,25,387,1000,investment,1437,Mixed,6,69.59,0.16,47.87,0,170.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004921,38,DE,student,0,42349,20,3,570,0,43,33434,16.15,22.78,44.45,16.62,30.907051054740954,15,3028,204,7,27,234,1000,investment,1895,USDC,6,52.77,0.2,47.52,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004922,42,US,unemployed,0,15000,23,8,809,0,93,123871,28.32,25.75,19.84,26.09,41.23442257114239,13,12446,698,7,11,214,1000,business,1604,DAI,6,62.34,0.56,45.84,0,185.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004923,51,AU,full_time,28,124196,33,5,743,0,71,207144,23.4,28.53,41.78,6.29,22.3259471874902,13,13427,512,7,6,542,1000,investment,1292,USDT,3,77.4,0.07,38.21,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004924,40,US,full_time,13,80328,22,4,850,0,100,114436,23.46,13.65,28.43,34.45,43.13483902424942,10,8675,422,11,40,333,1000,education,1795,DAI,12,55.71,0.1,30.02,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004925,28,US,self_employed,4,161954,10,5,764,0,96,57889,32.7,36.24,25.8,5.27,37.643676468944015,16,6719,585,4,12,356,1000,emergency,1512,USDT,6,66.14,0.05,36.07,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004926,29,AU,self_employed,2,91233,11,4,789,0,100,40035,20.11,17.83,45.23,16.84,41.2300179117684,12,9322,428,6,17,245,1000,education,1762,ETH,12,56.75,0.09,33.65,0,346.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004927,37,CA,full_time,8,38112,17,4,731,0,100,50197,6.13,25.06,61.23,7.58,20.16872179347007,15,4384,139,9,17,232,1000,education,1388,USDC,24,72.05,0.22,44.84,0,653.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004928,19,US,full_time,1,31889,1,3,728,1,94,43496,0.37,29.14,33.47,37.02,27.057508478260857,9,8367,987,8,11,208,1000,personal,1322,USDT,12,75.64,0.26,48.22,0,357.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004929,33,US,student,0,20225,14,8,797,0,86,63721,9.75,38.7,45.5,6.05,30.9323893980707,8,7575,494,10,20,179,1000,personal,1554,USDC,6,64.35,0.41,44.14,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004930,48,JP,part_time,30,36389,29,3,660,0,63,24935,11.79,19.52,63.96,4.72,24.820418521218595,16,1580,1119,4,24,112,1000,investment,1701,Mixed,12,58.79,0.23,45.23,0,386.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004931,18,AU,full_time,0,100608,0,3,598,0,46,13717,16.32,37.92,44.78,0.98,26.44683063673078,16,3648,455,8,27,674,1000,investment,1814,USDC,12,55.13,0.08,36.86,0,376.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004932,53,UK,full_time,26,129408,33,0,775,0,91,686527,26.34,31.58,32.37,9.7,32.32623656558631,12,86259,504,5,7,578,1000,business,1905,USDT,24,52.49,0.06,32.16,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004933,48,CA,full_time,28,85468,29,2,635,0,52,300174,11.03,37.4,44.34,7.23,41.02635492092152,8,70044,113,12,0,85,1000,emergency,1982,USDC,36,50.45,0.1,43.24,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004934,29,US,full_time,5,36541,11,3,575,1,55,5821,18.25,15.62,59.78,6.35,33.41144187479069,17,1026,624,5,39,842,1000,personal,1928,DAI,6,51.87,0.23,47.23,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004935,41,SG,self_employed,18,73864,23,10,686,1,63,36570,7.22,69.09,8.38,15.31,43.62672265338992,13,2148,537,5,36,383,1000,investment,1807,ETH,12,55.34,0.11,38.46,0,342.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004936,35,US,part_time,13,25237,17,2,794,0,91,299068,21.71,20.23,26.86,31.2,36.11251572514772,14,65895,142,10,26,236,1000,emergency,1639,USDT,6,61.01,0.33,42.63,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004937,49,UK,full_time,23,144059,31,3,810,0,100,281656,8.61,34.13,54.9,2.36,24.61541707203351,11,52360,769,7,3,428,1000,education,1831,USDC,6,54.61,0.06,31.24,0,177.0,2026-01-03T01:25:43.880677,1.0.0
